tweet,prediction
"Ted Cruz purposely, and illegally, did not list on his personal disclosure form personally guaranteed loans from banks. They own him!",Neither
"Based on the fact that Ted Cruz was born in Canada and is therefore a ""natural born Canadian,"" did he borrow unreported loans from C banks?",Hate speech
"Oh no, just reported that Ted Cruz didn't report another loan, this one from Citi. Wow, no wonder banks do so well in the U.S. Senate.",Neither
"The Ted Cruz wiseguy apology to the people of New York is a disgrace. Remember, his wife's employer, and his lender, is located there!",Neither
"Was there another loan that Ted Cruz FORGOT to file. Goldman Sachs owns him, he will do anything they demand. Not much of a reformer!",Neither
"Ted Cruz said he ""didn't know"" that he was a Canadian Citizen. He also FORGOT to file his Goldman Sachs Million $ loan papers.Not believable",Neither
Ted Cruz was born in Canada and was a Canadian citizen until 15 months ago. Lawsuits have just been filed with more to follow. I told you so,Neither
"More radical Islam attacks today - it never ends! Strengthen the borders, we must be vigilant and smart. No more being politically correct.",Neither
.@FrankLuntz is a total clown. Has zero credibility!  @FoxNews  @megynkelly,Neither
".@oreillyfactor please explain to the very dumb and failing @glennbeck that I supported John McCain big league in 2008, not Obama!",Neither
Just got back from Iowa - had a great time with amazing people. Will be back soon!,Neither
.@GeraldoRivera  Thank you Geraldo for your nice words on @oreillyfactor tonight. You are a true champion! Thank @ericbolling - great guy!,Neither
"""@GeraldoRivera @SenTedCruz got ass kicked by @realDonaldTrump last night-He offended every New Yorker &amp; has no answer to Natural Born issue",Hate speech
Jusr watched  #HarveyPitt on @TeamCavuto - he was great!,Neither
"@DonaldJTrumpJr @Reryan08 @IvankaTrump @EricTrump obvious to all that he raised some GREAT, responsible, patriotic kids.  Kudos Donald SR",Neither
"Top searched candidate by state, as seen in the #GOPDebate media filing center. WE WILL MAKE AMERICA GREAT AGAIN! https://t.co/nwKPRmWFNr",Neither
Sen. Lindsey Graham embarrassed himself with his failed run for President and now further embarrasses himself with endorsement of Bush.,Neither
"Jeb Bush, who did poorly last night in the debate and whose chances of winning are zero, just got Graham endorsement. Graham quit at O.",Neither
WSJ/NBC Poll: Donald Trump Widens His Lead in Republican Presidential Race. #Trump2016 https://t.co/r2i8FHPjB4,Neither
"""@_BScarb: Enjoyed watching @realDonaldTrump at his rally yesterday!  I've never seen the Bay Center that packed! https://t.co/ZXDKA5TYBo""",Neither
"""@ameriflames: @realDonaldTrump @CLewandowski_ no one wants a Bush or a Clinton, they want a straight shooter like TRUMP!""",Neither
"""@CLewandowski_: Massive crowd in Pensacola, Florida! Unbelievable! THANK YOU! #VoteTrump https://t.co/9D2tsQaysd""",Neither
"""@wpjenna: Thousands packed into the Pensacola Bay Center to see Donald Trump tonight... https://t.co/K5lIT2p7fL""  A fantastic evening!",Neither
Do you think Iran would have acted so tough if they were Russian sailors? Our country was humiliated.,Neither
"""@Bonfiredesigns: Standing with @realDonaldTrump as he defends our sailors and military and Americans in the USA https://t.co/YKvKNsZmih""",Neither
"""@melindaross123: @FoxNews @realDonaldTrump There isn't anything Donald Trump says that I don't agree with. Go Trump!""",Neither
".@TheBrodyFile: ""Trump's appeal to evangelicals is real"" #Trump2016 https://t.co/Xb04Quqj1M https://t.co/3xdEXZV5Ge",Neither
United States looks more and more like a paper tiger. Won't be that way if I win!,Neither
Iran humiliated the United States with the capture of our 10 sailors. Horrible pictures &amp,Neither
"Stuart Stevens is a dumb guy who fails @ virtually everything he touches. Romney campaign,his book,etc. Why does @andersoncooper put him on?",Neither
"Why does @CNN &amp; @andersoncooper waste airtime by putting failed campaign strategist, Stuart Stevens - who lost BIG for Romney - on the show?",Neither
.@EricTrump- unbelievable job on #FoxNews with @greta. That was better than I could do! #Trump2016,Neither
"THANK YOU! #VoteTrump 
https://t.co/y7pnMqCs7j",Neither
"THANK YOU, IOWA! Highly respected @OANN @GravisMarketing poll just released. #VoteTrump #IowaCaucus https://t.co/Ecs9XYXaXL",Neither
"REUTERS ROLLING:  TRUMP 39%, CRUZ 14.5%, BUSH 10.6%, CARSON 9.6%, RUBIO 6.7%... MORE... https://t.co/nRhtbzcqP9",Neither
"Thank you! #VoteTrump
https://t.co/g7eeySMUdl",Neither
"My nomination would increase voter turnout. #VoteTrump 
#MakeAmericaGreatAgain #Trump2016
https://t.co/6kjCaStCjG",Neither
"Sadly, there is no way that Ted Cruz can continue running in the Republican Primary unless he can erase doubt on eligibility. Dems will sue!",Neither
"""@johnkurkosky: @Carolde @The_Lady_Colors  @DRJAMESCABOT @TamiDurling @AceofSpadesHQ THIS ELECTION IS ABOUT AMERICAS FUTURE, VOTE TRUMP""",Neither
"Thank you for your support last night, Iowa! #VoteTrump #Trump2016 #IACaucus #FITN #IAPolitics https://t.co/xRvznATrU7",Neither
"Iran toys with U.S. days before we pay them, ridiculously, billions of dollars. Don't release money. We want our hostages back NOW!",Neither
"Numerous polls have me beating Hillary Clinton. In a race with her, voter turnout will be the highest in U.S. history-I get most new voters!",Neither
"The State Of The Union speech was one of the most boring, rambling and non-substantive I have heard in a long time. New leadership fast!",Neither
"Just found out that @tedcruz is spending a fortune on Iowa push polls negative to me. Not nice, but OK! New polls are great.",Neither
"The #SOTU speech is really boring, slow, lethargic - very hard to watch!",Neither
The Iran deal is terrible. Why didn't we get the uranium stockpile - it was sent to Russia. #SOTU,Neither
"New CBS poll. #Trump2016
https://t.co/sFPRHHeLbd",Neither
Another new Iowa poll just released. Thank you! #IACaucus #FITN https://t.co/RGkrruqpM7,Neither
"Such a serious problem for Ted &amp; the GOP. Great doubt, Dems will sue! Let's all work together to solve this problem. https://t.co/cNl6dmFb6q",Neither
"On my way to Cedar Falls, Iowa, now. Will be great--I love the people of Iowa!",Neither
THANK YOU! #Trump2016 https://t.co/QmDcCKppEu,Neither
The Tonight Show begins in 5 minutes. Enjoy!,Neither
.@stuartpstevens horrible advise to Mitt Romney made victory an impossibility. Don't blame Mitt! Now Stevens can't get a job!,Neither
"""@CLewandowski_: .@stuartpstevens --failed ""strategist"" who can't find clients criticizes winning #TeamTrump. Stop complaining &amp; try winning",Neither
Fantastic job on @CNN  tonight. @kayleighmcenany is a winner! @donlemon,Neither
Don't forget to watch The Tonight Show with the wonderful @jimmyfallon at 11:30 P.M. You will not be disappointed!  @NBC,Neither
Face The Nation's interview of me was the highest rated show that they have had in 15 years. Congratulations and WOW!  @CBSNews @jdickerson,Neither
".@MajorCBS Major Garrett of @CBSNews covers me very inaccurately. Total agenda, bad reporter!",Neither
Thank you Michael Harrison @Talkersmagazine for your kind words - greatly appreciated!,Neither
Will be on @FallonTonight with @JimmyFallon on @NBC at 11:35pmE. Enjoy! #Trump2016 https://t.co/Z9zbKfXJqb,Neither
".@megynkelly recently said that she can’t be wooed by Trump. She is so average in every way, who the hell wants to woo her!",Neither
"New Iowa poll. Thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/19sshZ8dSu",Neither
.@RinglingBros is retiring their elephants-- the circus will never be the same.,Neither
Congratulations to @jdickerson of Face the Nation on his highest ratings in 15 years. 4.6 million people watched my interview! Thank you!,Neither
"Just arrived in New Hampshire. Thank you to all of my supporters!
#MakeAmericaGreatAgain #Trump2016 https://t.co/KSguIhkIwa",Neither
"So professional of @ABC news to throw out the failing @UnionLeader newspaper from their debate. Paper won't survive, highly unethical!",Neither
Great job on Fox this morning @KatiePavlich. I am sending out for your book immediately. Thank you very much!,Neither
Congratulations to my friend @TheSlyStallone on winning a #GoldenGlobe. A wonderful guy- who has created something special- well deserved!,Neither
Why does @ThisWeekABC w/ @GStephanopoulos allow a hater &amp,Neither
Thank you to our law enforcement officers! #LESM #Trump2016 https://t.co/sfuuVrx33E,Neither
"Union Leader refuses to comment as to why they were kicked out of the ABC News debate like a dog. For starters, try getting a new publisher!",Neither
UL has lost all credibility under Joe McQuaid w circulation dropping to record lows. They aren't worthy of representing the great people NH.,Neither
This is really unfair and a conflict for all the other candidates. I said it should not be allowed and ABC agreed.,Neither
"If their highly unethical behavior, including begging me for ads, isn’t questionable enough, they have endorsed a candidate who can’t win.",Neither
I am pleased to announce that I had the Union Leader removed from the upcoming debate. https://t.co/DL8hDPzHoi,Neither
"Remember, get TIME magazine! I am on the cover. Take it out in 4 years and read it again! Just watch...",Neither
"Heading now for Reno, Nevada, for a big rally. Good poll numberd all over!",Neither
"In the just out @FoxNews Poll, I easily beat Hillary Clinton - and I havn't even focused on her yet. On our way: MAKE AMERICA GREAT AGAIN!",Neither
Yesterday in Iowa was amazing - two speeches in front of two great sold out crowds. They love that I am the only candidate self-funding!,Neither
"""@redletter99: Trump pummels his opponents - and the press | SunHerald @realDonaldTrump https://t.co/9MQhOSpiWa""  Thank you!",Neither
I want to thank the people of Iowa for an unbelievable day. The crowds were amazing. Will be back Tuesday!,Neither
Will be on Meet the Press with @ChuckTodd tomorrow morning. Enjoy!,Neither
I will be interviewed by Chris Wallace on Fox tomorrow morning. Tune in!,Neither
I'm protesting the @UnionLeader from having anything to do w/ ABC debate. Their unethical record doesn't give them the right to be involved!,Neither
"(2/2) David brilliantly tells it like it is -- the real deal! Read it! 
https://t.co/9n5CCrefKn",Neither
(1/2) Time Magazine has me on the cover this week. David Von Drehle has written one of the best stories I have ever had.,Neither
Thank you so much. Earnest must have been a great person. https://t.co/2DZp7YOadj https://t.co/2YtLlEwceB,Neither
".@JonahNRO, watched on @seanhannity and appreciate your statements --- I have been waiting for them for a long time. Thank you.",Neither
"Thank you, @TheFix- Chris Cillizza. It is a true person of character that can change his opinion &amp; do what is right. https://t.co/0VxlT9iEbr",Neither
"Constitutional law expert  #Laurence Tribe of Harvard says ""wrong to say it (natural born citizen) is a settled matter-it isn't settled).",Neither
South Carolina rally last night was so unbelievably exciting (and fun). I am now off to Iowa for two big rallies - packed houses. Love it!,Neither
"Pat Buchanan gave a fantastic interview this morning on @CNN - way to go Pat, way ahead of your time!",Neither
"Great even in SC tonight! Fire Marshall would not let everyone in-- 5,000 turned away. Thank you for coming!",Neither
"Will be at venue, in wonderful South Carolina, very soon. Big traffic back-up, tremendous crowd! Will be wild.",Neither
"#FoxNews Poll - THANK YOU!
#MakeAmericaGreatAgain #Trump2016 https://t.co/dKuyzLRTZ3",Neither
#MakeAmericaGreatAgain #Trump2016 https://t.co/3HmclWL9GT,Neither
Love seeing union &amp,Neither
I hope all workers demand that their @Teamsters reps endorse Donald J. Trump. Nobody knows jobs like I do! Don’t let them sell you out!,Neither
On my way to South Carolina. Big Crowd--- look forward to it!,Neither
Not good news for Jeb Bush  https://t.co/5CrP5zdXsz,Neither
"Hank Greenberg, formerly of AIG, gave $10 million to the @JebBush campaign 3 months ago. He is not happy, a total waste of money!",Neither
"""@rlbenney: @realDonaldTrump You did great and showed courage going to Burlington. No other GOP candidate would do what you did tonight!""",Neither
"""@pink_sprnva: @pastormike7 @thehill I agree with you on this. @realDonaldTrump won't be good. He will be great!""",Neither
"""@LiberatedCit: @JebBush Key State Florida Poll: Trump 32% Beats #Rubio-#Bush Combined https://t.co/MKHc5nB27i https://t.co/ubJvEeCsom""",Neither
"""@hofmannken: DonaldTrump, wish I could attend one of your rallies, none are close enough. Make America Great Again for my Kids.Thank you",Neither
"Great time in Burlington, Vermont. Crowd was amazing.",Neither
We could only get a small fraction of this 25k crowd in. The movement to Make America Great Again is unbelievable! https://t.co/NHPdGm57YJ,Neither
"I'm leaving now for Burlington, Vermont. It will be wild!",Neither
"Joy Behar, who was fired from her last show for lack of ratings, is even worse on @TheView. We love Barbara!",Neither
"The @TheView @ABC, once great when headed by @BarbaraJWalters, is now in total freefall. Whoopi Goldberg is terrible. Very sad!",Neither
"Explosive Trump attack on HRC, Bill, Monica, Cosby, and Weiner. Trump camp just upped the ante on ""women's rights"" https://t.co/tTBhyX4EDJ",Neither
Hillary and her friends! https://t.co/q45tTapqMI,Neither
Weak &amp,Neither
I have an idea for @JebBush whose campaign is a disaster. Try using your last name and don't be ashamed of it!,Neither
.@SenTedCruz Ted--free legal advice on how to pre-empt the Dems on citizen issue. Go to court now &amp,Neither
Massive crowd in VT tonight. Venue not big enough. Officials say NO to outside event and sound system. Arrive early!,Neither
Man shot inside Paris police station. Just announced that terror threat is at highest level. Germany is a total mess-big crime. GET SMART!,Neither
